"seqnames","start","end","width","strand","gene_id","gene_type","gene_name","full_name","ENTREZID","logFC","AveExpr","P.Value","adj.P.val"
"chr10",79382325,79445624,63300,"-","ENSG00000165424.7","protein_coding","ZCCHC24","zinc finger CCHC-type containing 24","219654",-2.43969985512195,1.06289296580756,0.000571874798778266,0.00126692126688558
"chr8",11790005,11790386,382,"+","ENSG00000227203.3","processed_pseudogene","SUB1P1",NA,NA,1.72462323202611,-0.454541237451863,0.000665878111461125,0.00144778581318598
"chr5",128083766,128189677,105912,"+","ENSG00000064651.14","protein_coding","SLC12A2","solute carrier family 12 member 2","6558",-1.27981126476908,2.97903188847446,0.000397831463056179,0.000923934686324393
"chr2",200870907,200889303,18397,"-","ENSG00000240344.9","protein_coding","PPIL3","peptidylprolyl isomerase like 3","53938",-2.10339844618724,0.647898602617649,0.000594420819059187,0.00131158150454033
"chr21",29193480,29288205,94726,"+","ENSG00000215533.8","lncRNA","LINC00189","long intergenic non-protein coding RNA 189","193629",1.87776917903064,2.68678265514272,0.000414791167376295,0.000957834396040913
"chr2",28396815,28397110,296,"+","ENSG00000270640.1","lncRNA","AC104695.4",NA,NA,1.67925609528513,-0.309659209533649,0.000678034335274715,0.00146929721645228
"chr3",48564073,48595267,31195,"-","ENSG00000114270.17","protein_coding","COL7A1","collagen type VII alpha 1 chain","1294",-3.61020344660305,-0.362173421026461,0.000734721571497311,0.00157399416583927
"chr22",18150170,18177397,27228,"+","ENSG00000184979.10","protein_coding","USP18","ubiquitin specific peptidase 18","11274",5.37132786445854,1.80146862458789,0.000485686922449371,0.00109933603628551
"chr1",107056674,107067636,10963,"+","ENSG00000198890.9","protein_coding","PRMT6","protein arginine methyltransferase 6","55170",-2.65283693059023,2.54282612420962,0.000473260382316835,0.0010761532838072
"chr16",56989485,57083531,94047,"+","ENSG00000140853.15","protein_coding","NLRC5","NLR family CARD domain containing 5","84166",3.97830357139044,3.78197279150018,0.000385094893624654,0.000897821596804084
"chr1",230978981,231000733,21753,"+","ENSG00000173409.14","protein_coding","ARV1","ARV1 homolog, fatty acid homeostasis modulator","64801",-1.90639399503481,1.93269672781061,0.000504153717877059,0.00113573701786653
"chr7",149549,155465,5917,"+","ENSG00000240859.3","lncRNA","AC093627.4","long intergenic non-protein coding RNA 3014","100507642",-5.84592764068805,-1.16894749191813,0.000756577967728834,0.00161355865426808
"chr9",100099243,100302175,202933,"+","ENSG00000119509.13","protein_coding","INVS","inversin","27130",-1.36222457537494,1.87294065274307,0.000475997525176427,0.00108134467199803
"chr10",97849843,97871580,21738,"+","ENSG00000155265.11","protein_coding","GOLGA7B","golgin A7 family member B","401647",3.54280663809574,-1.54784661544987,0.00075801588680336,0.00161638402608352
"chr10",100987367,100994403,7037,"+","ENSG00000107815.10","protein_coding","TWNK","twinkle mtDNA helicase","56652",1.3838066635253,2.9947493222219,0.0004164378813907,0.000961182389817459
"chr14",60397757,60398281,525,"+","ENSG00000258427.3","processed_pseudogene","RBM8B",NA,NA,1.56081839152131,0.383167617282317,0.000596796401419566,0.00131560410231158
"chr6",108618000,108618285,286,"-","ENSG00000228976.1","processed_pseudogene","SUMO2P8",NA,NA,2.5636756002426,-0.40623400605941,0.000669340501628326,0.00145398627744624
"chr6",42956345,42956765,421,"-","ENSG00000181524.6","processed_pseudogene","RPL24P4","RPL24 pseudogene 4","377381",1.05285430187877,1.50076034511879,0.000507641083943425,0.00114215246713381
"chr9",120815496,120842951,27456,"-","ENSG00000095261.14","protein_coding","PSMD5","proteasome 26S subunit, non-ATPase 5","5711",1.64146552618325,5.82654995625177,0.000274213752286926,0.000668320006639936
"chr1",203026498,203078740,52243,"+","ENSG00000143847.15","protein_coding","PPFIA4","PTPRF interacting protein alpha 4","8497",-1.34112125258858,0.626690238975116,0.00056395261425123,0.00125169970480151
"chr1",27725979,27763122,37144,"+","ENSG00000009780.15","protein_coding","FAM76A","family with sequence similarity 76 member A","199870",-1.80322006094993,0.868425675176413,0.000568305436131662,0.00125959971548449
"chr14",20684560,20701216,16657,"+","ENSG00000258818.4","protein_coding","RNASE4","ribonuclease A family member 4","6038",-4.05791940536599,-2.02886314618227,0.000773759172825906,0.00164406563089883
"chr2",6819463,6840464,21002,"-","ENSG00000225964.6","lncRNA","NRIR",NA,NA,4.25711393244299,-1.24086965743622,0.000714913548592825,0.00153616632106267
"chr11",124739942,124747210,7269,"+","ENSG00000154146.13","protein_coding","NRGN","neurogranin","4900",-1.66137721033422,2.30173563742613,0.000470268069560437,0.0010707123362247
"chr3",123585300,123644568,59269,"+","ENSG00000239523.6","lncRNA","MYLK-AS1","MYLK antisense RNA 1","100506826",-3.51435833939466,-2.34943057723781,0.000767528355793256,0.00163398563838746
"chr2",96208403,96243353,34951,"+","ENSG00000204685.7","lncRNA","STARD7-AS1",NA,NA,-1.74896917897374,1.70658373697654,0.000522705701037419,0.0011705166693921
"chrX",16587999,16712936,124938,"-","ENSG00000047230.15","protein_coding","CTPS2","CTP synthase 2","56474",-4.07992371548435,-1.5470449114879,0.000781314421389993,0.00165789976806755
"chr1",44635238,44674481,39244,"-","ENSG00000126106.14","protein_coding","TMEM53","transmembrane protein 53","79639",-3.804688289158,-0.984976180885281,0.000777090765061923,0.00164991763418631
"chr4",958887,986895,28009,"-","ENSG00000145214.14","protein_coding","DGKQ","diacylglycerol kinase theta","1609",-1.9258801037145,3.21855585189765,0.000406093807758601,0.000940486664199568
"chr5",133051065,133051893,829,"-","ENSG00000286408.1","lncRNA","AC113410.5",NA,NA,2.82423509766772,-1.57355303419054,0.000753692756779196,0.00160836570815599
"chr2",100391860,100417668,25809,"-","ENSG00000115526.11","protein_coding","CHST10","carbohydrate sulfotransferase 10","9486",-5.09876703533354,-2.63388764951866,0.000713612604646448,0.00153406308796025
"chr19",10922185,10928681,6497,"-","ENSG00000130733.10","protein_coding","YIPF2","Yip1 domain family member 2","78992",-1.86112900378256,2.29808341863118,0.000498909153471344,0.00112569726399954
"chr22",19969896,20016823,46928,"-","ENSG00000099889.14","protein_coding","ARVCF","ARVCF delta catenin family member","421",-4.20224517241326,-0.618637710174965,0.000766460386581328,0.00163219847117118
"chr6",26383096,26394874,11779,"+","ENSG00000124508.17","protein_coding","BTN2A2","butyrophilin subfamily 2 member A2","10385",-1.00022633099736,3.61790086291107,0.000386584440387357,0.000900988578300009
"chr19",51689128,51712387,23260,"+","ENSG00000182310.14","protein_coding","SPACA6","sperm acrosome associated 6","147650",1.41086184914025,1.19160823566431,0.00054099422268935,0.00120711923466543
"chr22",36758202,36776256,18055,"-","ENSG00000100360.15","protein_coding","IFT27","intraflagellar transport 27","11020",-3.26120329258905,-1.05457744885373,0.000780375435616402,0.00165639932382284
"chr1",45583846,45618904,35059,"+","ENSG00000132780.17","protein_coding","NASP","nuclear autoantigenic sperm protein","4678",-1.08445118361591,4.49382254488614,0.000328800325192239,0.000780975934500667
"chr4",102751401,102752641,1241,"+","ENSG00000251288.2","processed_pseudogene","AC018797.2",NA,NA,-2.48454528978168,-0.550069741913151,0.000735783715108157,0.00157603327402552
"chr5",88268891,88439337,170447,"+","ENSG00000247828.8","lncRNA","TMEM161B-AS1","TMEM161B divergent transcript","100505894",-1.71032723657716,2.5125558997481,0.000479421292064059,0.00108756621145113
"chr2",73073382,73156721,83340,"-","ENSG00000135631.17","protein_coding","RAB11FIP5","RAB11 family interacting protein 5","26056",-2.54890036390524,0.129782200121958,0.000710546473702347,0.00152793158786656
"chr3",50155045,50189075,34031,"+","ENSG00000001617.12","protein_coding","SEMA3F","semaphorin 3F","6405",4.62075769825917,-3.34623685266005,0.000765584122719083,0.00163106178963429
"chr7",996986,1138260,141275,"-","ENSG00000146540.15","protein_coding","C7orf50","chromosome 7 open reading frame 50","84310",-3.20203971976873,0.546728398358687,0.000682679629154183,0.00147712310491077
"chr3",16265160,16350299,85140,"+","ENSG00000154814.14","protein_coding","OXNAD1","oxidoreductase NAD binding domain containing 1","92106",1.10171164624349,2.07941256651699,0.000447823562945278,0.00102648086696602
"chr20",32010438,32032180,21743,"+","ENSG00000101331.17","protein_coding","CCM2L","CCM2 like scaffold protein","140706",3.83016694155038,-2.42587337603779,0.000794745151099003,0.00168489745863651
"chr17",82942155,83051810,109656,"-","ENSG00000175711.8","protein_coding","B3GNTL1","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1","146712",-1.2734015903999,1.60498718512136,0.000556609071611173,0.00123732282653008
"chr5",154818492,154859252,40761,"-","ENSG00000170271.11","protein_coding","FAXDC2","fatty acid hydroxylase domain containing 2","10826",-2.38066569967408,-0.365118487455544,0.000756391008872241,0.00161340076795427
"chr17",81388126,81390319,2194,"-","ENSG00000262877.5","lncRNA","AC110285.2",NA,NA,-2.4326428500462,-0.660417827083171,0.00077198486458862,0.00164124838678782
"chr1",113390515,113685923,295409,"+","ENSG00000081026.19","protein_coding","MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3","260425",2.71726727114607,1.12238121821848,0.000561570503418639,0.00124679996617593
"chr2",214725646,214809683,84038,"-","ENSG00000138376.11","protein_coding","BARD1","BRCA1 associated RING domain 1","580",-1.96055677515539,1.73392613406323,0.000528444675541546,0.00118133141596966
"chr2",38875962,38929072,53111,"+","ENSG00000188010.14","protein_coding","MORN2","MORN repeat containing 2","729967",-3.37114185909267,-1.18211089478926,0.000801216266965097,0.00169760889902571
"chr20",25673195,25696853,23659,"-","ENSG00000130684.14","protein_coding","ZNF337","zinc finger protein 337","26152",-1.64915537727518,-0.36283592173706,0.000739566923736568,0.00158205938529612
"chr6",37630679,37699306,68628,"-","ENSG00000112139.16","protein_coding","MDGA1","MAM domain containing glycosylphosphatidylinositol anchor 1","266727",4.59724129158497,-3.18897828372499,0.000802227227231555,0.00169899501859728
"chr11",790475,798281,7807,"-","ENSG00000177542.11","protein_coding","SLC25A22","solute carrier family 25 member 22","79751",-1.56089257538202,1.26870749814252,0.000599784713418515,0.00132157991989672
"chr10",132808392,132942823,134432,"-","ENSG00000171811.14","protein_coding","CFAP46","cilia and flagella associated protein 46","54777",7.76600383225175,-1.87927215772627,0.000816763823608154,0.00172645431985348
"chr13",75283503,75482169,198667,"-","ENSG00000136111.14","protein_coding","TBC1D4","TBC1 domain family member 4","9882",-3.21919339076431,-0.0635960597778528,0.000736112000155721,0.00157650009687075
"chr4",44678420,44700928,22509,"+","ENSG00000151806.14","protein_coding","GUF1","GTP binding elongation factor GUF1","60558",-1.28146894390386,3.41852517190811,0.000418329957459696,0.000965382022650085
"chr1",234979647,234980804,1158,"-","ENSG00000258082.1","lncRNA","AL391832.3",NA,NA,1.67487945496505,0.70027845877534,0.000609589994244879,0.0013404974985034
"chr3",27110085,27369460,259376,"-","ENSG00000163491.16","protein_coding","NEK10","NIMA related kinase 10","152110",2.76731718038399,0.476458545849472,0.000669634617556077,0.00145440404089749
"chr2",189746660,189763227,16568,"-","ENSG00000128694.12","protein_coding","OSGEPL1","O-sialoglycoprotein endopeptidase like 1","64172",-3.55507684828213,-2.28150366676288,0.000814706877772778,0.00172261612590494
"chr10",75233641,75236030,2390,"-","ENSG00000165644.11","protein_coding","COMTD1","catechol-O-methyltransferase domain containing 1","118881",-1.2248721712086,0.97472610169448,0.000607147418212397,0.00133597358577904
"chr6",46129989,46146688,16700,"+","ENSG00000001561.7","protein_coding","ENPP4","ectonucleotide pyrophosphatase/phosphodiesterase 4","22875",2.16219987400146,1.53382074816877,0.000528058958345584,0.00118083868177858
"chr1",155169408,155173475,4068,"-","ENSG00000163463.12","protein_coding","KRTCAP2","keratinocyte associated protein 2","200185",-1.73039903760002,0.630003101830234,0.000674871583716227,0.00146377566670013
"chr10",44970981,44978809,7829,"-","ENSG00000165507.9","protein_coding","DEPP1","DEPP autophagy regulator 1","11067",4.3763113175475,-1.10808337591915,0.000762159270392771,0.00162449194332411
"chr19",10832067,10836318,4252,"-","ENSG00000099203.7","protein_coding","TMED1","transmembrane p24 trafficking protein 1","11018",-1.30671049306605,2.40289051609793,0.000485027515593331,0.00109819146042503
"chr18",9785108,9787805,2698,"+","ENSG00000266127.1","processed_pseudogene","ZNF415P1","zinc finger protein 415 pseudogene 1","100419893",2.31006290920233,0.30103505690299,0.000655164299836756,0.00142796832216136
"chr6",63806836,63822642,15807,"+","ENSG00000236345.1","lncRNA","SCAT8","S-phase cancer associated transcript 8","112935969",4.92380604023609,-1.30151406942875,0.000823855378405418,0.00173983371342083
"chr17",3668812,3669668,857,"+","ENSG00000127774.7","protein_coding","EMC6","ER membrane protein complex subunit 6","83460",1.61788563335015,-0.137737454496972,0.00069880465302768,0.0015074470901112
"chr19",17417031,17418288,1258,"-","ENSG00000254503.1","processed_pseudogene","AC010319.1","high mobility group box 3 pseudogene 29","100420015",1.81956538049271,-1.41768926640657,0.000791861394798337,0.00167928213559208
"chr14",24007185,24027782,20598,"+","ENSG00000286931.1","lncRNA","AL136419.3",NA,NA,-2.77352473520073,-2.91526100749062,0.000832905048612308,0.00175537902781001
"chr17",1604374,1604672,299,"-","ENSG00000243704.3","misc_RNA","RN7SL105P","RNA, 7SL, cytoplasmic 105, pseudogene","106480487",2.72585324926598,-2.01732135926051,0.000832660711055506,0.00175512298301122
"chr16",55426797,55462297,35501,"-","ENSG00000260135.7","lncRNA","MMP2-AS1",NA,NA,3.05728363362442,3.26096051223808,0.000428129686566532,0.000985450109872086
"chr1",12063303,12144207,80905,"+","ENSG00000120949.15","protein_coding","TNFRSF8","TNF receptor superfamily member 8","943",1.62971830752789,4.81790484395469,0.000325699777844548,0.000774641705687542
"chr6",14661829,15090170,428342,"-","ENSG00000234261.4","lncRNA","AL138720.1",NA,NA,3.72305712831741,0.117285803530598,0.000703972755322583,0.00151630615939903
"chr17",36064272,36072032,7761,"+","ENSG00000275385.2","protein_coding","CCL18","C-C motif chemokine ligand 18","6362",2.95656139385163,-1.80554282024856,0.000841667654359818,0.00177097286860659
"chr3",128153481,128408646,255166,"+","ENSG00000132394.11","protein_coding","EEFSEC","eukaryotic elongation factor, selenocysteine-tRNA specific","60678",-1.40553570517067,2.56567001193994,0.000477339809635775,0.00108387696444156
"chr5",35617844,35814611,196768,"+","ENSG00000152582.14","protein_coding","SPEF2","sperm flagellar 2","79925",3.05152921584268,-1.85316898036986,0.000835582086989526,0.00175946371065871
"chr1",109910242,109930992,20751,"+","ENSG00000184371.14","protein_coding","CSF1","colony stimulating factor 1","1435",5.55634521328089,2.0587802679083,0.000594337316653581,0.00131158150454033
"chr19",16633797,16635269,1473,"-","ENSG00000269044.2","lncRNA","AC024075.2",NA,NA,-1.66370798903163,0.461842888722859,0.000695761800016282,0.00150133648041574
"chr12",8414780,8415805,1026,"-","ENSG00000238152.2","unprocessed_pseudogene","OR7E140P","olfactory receptor family 7 subfamily E member 140 pseudogene","344729",1.47509815867624,2.08194151567389,0.000472806835467799,0.00107546429841242
"chr19",867630,893218,25589,"-","ENSG00000175221.15","protein_coding","MED16","mediator complex subunit 16","10025",-1.14836155617526,4.91624063793369,0.000339397232229998,0.000802374378756027
"chrX",13266048,13303452,37405,"-","ENSG00000235385.2","lncRNA","LINC02154","long intergenic non-protein coding RNA 2154","109729169",4.42238167601508,-4.49083612287066,0.000798412857039024,0.00169217096699548
"chr4",85722468,85722533,66,"+","ENSG00000266421.3","miRNA","MIR4451","microRNA 4451","100616349",3.26675466137022,-2.46151457627069,0.000842223006236378,0.00177188044324829
"chr14",100366628,100366920,293,"+","ENSG00000258581.2","processed_pseudogene","AL157871.3",NA,NA,2.67090017913236,-0.203004037023546,0.000761417485041365,0.00162315303025753
